partition,gap,total_resources,imbalance,drones,batteries,relay_drones,relay_modules
"{B01,B02,B03,B05,B08,B09,B10,B12}|{B04,B06,B11}|{B07}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B09,B11,B12}|{B04,B06,B10}|{B07}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B10,B11,B12}|{B04,B06,B09}|{B07}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B09,B11,B12}|{B04,B07,B10}|{B06}",7,37,0.98087,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",5,6
"{B01,B02,B05,B08,B09,B11,B12}|{B03}|{B04,B06,B07,B10}",7,37,0.98087,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B11}|{B02,B04,B06,B10}|{B12}",7,37,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B03,B05,B07,B08,B10,B11}|{B02,B04,B06,B09}|{B12}",7,37,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B03,B05,B07,B08,B11}|{B02,B04,B06,B09,B10}|{B12}",7,37,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B03,B05,B07,B09,B10}|{B02,B04,B06,B08,B11}|{B12}",7,37,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B03,B05,B07,B09,B11}|{B02,B04,B06,B08,B10}|{B12}",7,37,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B03,B05,B08,B09}|{B02,B04,B06,B07,B10,B11}|{B12}",7,37,0.98087,"{""C"": 2, ""A"": 5, ""B"": 4}","{""C"": 4, ""A"": 7, ""B"": 4}",5,6
"{B01,B03,B05,B08,B09,B12}|{B02,B04,B06,B10,B11}|{B07}",7,37,0.98087,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B05,B08,B10,B11,B12}|{B02,B04,B06,B09}|{B07}",7,37,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B08,B10,B12}|{B02,B04,B06,B09,B11}|{B07}",7,37,0.98087,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B10,B11,B12}|{B02,B04,B06,B09}|{B07,B08}",7,37,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B11,B12}|{B02,B04,B06,B09,B10}|{B07,B08}",7,37,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B11,B12}|{B02,B04,B10}|{B06}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B10,B11,B12}|{B02,B04,B09}|{B06}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B11,B12}|{B02,B04,B09,B10}|{B06}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B09,B10,B12}|{B02,B04,B08,B11}|{B06}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B09,B11,B12}|{B02,B04,B08,B10}|{B06}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B09,B12}|{B02,B04,B07,B10,B11}|{B06}",7,37,0.98087,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 5, ""A"": 6, ""B"": 4}",5,6
"{B01,B03,B05,B07,B08,B09,B10,B12}|{B02}|{B04,B06,B11}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B10,B11,B12}|{B02}|{B04,B06,B09}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B09,B11,B12}|{B02}|{B04,B06,B07,B10}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B11,B12}|{B02,B08}|{B04,B06,B07,B10}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B11,B12}|{B02}|{B04,B06,B07,B08,B10}",7,37,0.98087,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B05,B07,B08,B09,B10}|{B02,B03,B04,B06,B11}|{B12}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B05,B07,B08,B09,B10}|{B02,B04,B06,B11,B12}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B05,B07,B08,B09,B11,B12}|{B02,B04,B06,B10}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B08,B10,B11,B12}|{B02,B04,B06,B09}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B08,B11,B12}|{B02,B04,B06,B09,B10}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B09,B10,B12}|{B02,B04,B06,B08,B11}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B09,B11,B12}|{B02,B04,B06,B08,B10}|{B03}",7,37,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B05,B08,B09,B12}|{B02,B04,B06,B07,B10,B11}|{B03}",7,37,0.98087,"{""C"": 3, ""A"": 5, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 4}",5,6
"{B01,B03,B04,B05,B06,B09,B11,B12}|{B02}|{B07,B08,B10}",7,37,0.986187,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B09,B12}|{B04,B06,B07,B10}|{B11}",7,37,0.988614,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B02,B03,B05,B08,B11,B12}|{B04,B06,B07,B10}|{B09}",7,37,0.988614,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B10,B12}|{B02,B04,B06,B09}|{B11}",7,37,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B12}|{B02,B04,B06,B09,B10}|{B11}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B07,B08,B11,B12}|{B02,B04,B06,B09}|{B10}",7,37,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B12}|{B02,B04,B06,B11}|{B09,B10}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B07,B09,B12}|{B02,B04,B06,B08,B10}|{B11}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B07,B09,B12}|{B02,B04,B06,B08,B11}|{B10}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B07,B10,B12}|{B02,B04,B06,B08,B11}|{B09}",7,37,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B07,B11,B12}|{B02,B04,B06,B08,B10}|{B09}",7,37,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B03,B05,B07,B09,B12}|{B02,B04,B06,B10}|{B08,B11}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B07,B09,B12}|{B02,B04,B06,B11}|{B08,B10}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B03,B05,B08,B09,B12}|{B02,B04,B06,B07,B10}|{B11}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B05,B08,B09,B12}|{B02,B04,B06,B07,B11}|{B10}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B05,B08,B10,B12}|{B02,B04,B06,B07,B11}|{B09}",7,37,0.988614,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B11,B12}|{B02,B04,B06,B07,B10}|{B09}",7,37,0.988614,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B12}|{B02,B04,B06,B07,B10,B11}|{B09}",7,37,0.988614,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B02,B03,B05,B06,B08,B09,B11,B12}|{B04}|{B07,B10}",7,37,0.992229,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",6,6
"{B01,B02,B03,B04,B05,B06,B08,B09,B10}|{B07,B11}|{B12}",7,37,0.995479,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B02,B03,B04,B05,B06,B08,B09,B12}|{B07,B11}|{B10}",7,37,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B02,B03,B04,B05,B06,B08,B10,B12}|{B07,B11}|{B09}",7,37,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B02,B03,B04,B05,B06,B09,B11}|{B07,B08,B10}|{B12}",7,37,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,6
"{B01,B02,B03,B04,B05,B06,B09,B12}|{B07,B08,B10}|{B11}",7,37,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B02,B03,B04,B05,B06,B11,B12}|{B07,B08,B10}|{B09}",7,37,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,6
"{B01,B02,B03,B04,B05,B06,B09,B12}|{B07,B10}|{B08,B11}",7,37,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",5,6
"{B01,B02,B03,B04,B05,B08,B09,B10,B12}|{B06}|{B07,B11}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B04,B05,B09,B11,B12}|{B06}|{B07,B08,B10}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B04,B05,B06,B08,B09,B11}|{B03,B07,B10}|{B12}",7,37,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B03,B04,B05,B06,B07,B08,B09,B10}|{B02,B11}|{B12}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,6
"{B01,B03,B04,B05,B06,B07,B08,B09,B12}|{B02,B10}|{B11}",7,37,1.0,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B04,B05,B06,B07,B08,B09,B12}|{B02,B11}|{B10}",7,37,1.0,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B04,B05,B06,B07,B08,B10,B12}|{B02,B11}|{B09}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B07,B08,B11,B12}|{B02,B10}|{B09}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B08,B09,B10,B12}|{B02,B11}|{B07}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B08,B09,B11,B12}|{B02,B10}|{B07}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B08,B11,B12}|{B02,B09,B10}|{B07}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B09,B10,B12}|{B02,B08,B11}|{B07}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B09,B11,B12}|{B02,B08,B10}|{B07}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B09,B10,B12}|{B02,B11}|{B07,B08}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B09,B11,B12}|{B02,B10}|{B07,B08}",7,37,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B04,B05,B07,B08,B09,B10,B12}|{B02,B11}|{B06}",7,37,1.0,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B10,B12}|{B02,B06,B11}|{B04}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",6,6
"{B01,B03,B05,B07,B08,B09,B11,B12}|{B02,B10}|{B04,B06}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B07,B08,B10,B11,B12}|{B02,B09}|{B04,B06}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B07,B08,B11,B12}|{B02,B09,B10}|{B04,B06}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B07,B09,B10,B12}|{B02,B08,B11}|{B04,B06}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B07,B09,B11,B12}|{B02,B08,B10}|{B04,B06}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B08,B09,B12}|{B02,B07,B10,B11}|{B04,B06}",7,37,1.0,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 4}",6,6
"{B01,B04,B05,B06,B07,B08,B09,B10}|{B02,B03,B11}|{B12}",7,37,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,6
"{B01,B05,B07,B08,B09,B10,B12}|{B02,B03,B11}|{B04,B06}",7,37,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 6}",6,6
"{B01,B02,B03,B04,B05,B06,B07,B12}|{B08}|{B09,B10,B11}",8,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 8}",3,4
"{B01,B02,B03,B04,B05,B09,B10,B11}|{B06,B07,B12}|{B08}",8,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 5, ""B"": 5, ""A"": 7}",3,4
"{B01,B02,B03,B05,B06,B07,B09,B10,B11}|{B04,B12}|{B08}",8,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 5, ""B"": 5, ""A"": 7}",4,4
"{B01,B02,B03,B05,B09,B10,B11}|{B04,B06,B07,B12}|{B08}",8,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,4
"{B01,B02,B04,B05,B07,B09,B10,B11}|{B03,B06,B12}|{B08}",8,36,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 5, ""A"": 7}",3,4
"{B01,B02,B04,B05,B09,B10,B11,B12}|{B03,B06,B07}|{B08}",8,36,1.0,"{""B"": 4, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 5, ""A"": 6}",3,4
"{B01,B02,B05,B06,B07,B09,B10,B11,B12}|{B03,B04}|{B08}",8,36,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 5, ""A"": 6}",4,4
"{B01,B02,B05,B07,B09,B10,B11}|{B03,B04,B06,B12}|{B08}",8,36,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,4
"{B01,B02,B05,B09,B10,B11,B12}|{B03,B04,B06,B07}|{B08}",8,36,1.0,"{""B"": 4, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,4
"{B01,B03,B04,B05,B07,B09,B10,B11}|{B02,B06,B12}|{B08}",8,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 5, ""B"": 5, ""A"": 7}",3,4
"{B01,B03,B04,B05,B09,B10,B11,B12}|{B02,B06,B07}|{B08}",8,36,1.0,"{""C"": 3, ""B"": 5, ""A"": 4}","{""C"": 5, ""B"": 6, ""A"": 6}",3,4
"{B01,B04,B05,B06,B09,B10,B11,B12}|{B02,B03,B07}|{B08}",8,36,1.0,"{""B"": 5, ""C"": 3, ""A"": 5}","{""B"": 6, ""C"": 4, ""A"": 6}",3,4
"{B01,B04,B05,B07,B09,B10,B11,B12}|{B02,B03,B06}|{B08}",8,36,1.0,"{""B"": 4, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 5, ""A"": 6}",3,4
"{B01,B05,B07,B09,B10,B11}|{B02,B03,B04,B06,B12}|{B08}",8,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,4
"{B01,B09}|{B02,B03,B04,B05,B06,B07,B10,B11,B12}|{B08}",8,36,1.0,"{""C"": 3, ""A"": 5, ""B"": 4}","{""C"": 5, ""A"": 7, ""B"": 5}",3,4
"{B01,B09}|{B02,B03,B05,B07,B08,B10,B11,B12}|{B04,B06}",8,37,0.902082,"{""C"": 3, ""A"": 5, ""B"": 3}","{""C"": 5, ""A"": 7, ""B"": 4}",5,5
"{B01,B02,B03,B04,B05,B06,B08,B12}|{B07}|{B09,B10,B11}",8,37,0.927575,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B10,B12}|{B07}|{B08,B09,B11}",8,37,0.932053,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B11,B12}|{B07}|{B08,B09,B10}",8,37,0.935159,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B12}|{B07}|{B08,B10,B11}",8,37,0.937535,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 7}",4,5
"{B01,B05,B09,B12}|{B02,B03,B04,B06,B07,B10,B11}|{B08}",8,37,0.944741,"{""C"": 3, ""A"": 5, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",4,5
"{B01,B05,B07,B08,B09,B10,B11}|{B02,B04,B06}|{B03,B12}",8,37,0.960674,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",5,5
"{B01,B02,B03,B05,B09,B10,B11}|{B04,B06}|{B07,B08,B12}",8,37,0.964153,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,5
"{B01,B05,B07,B09,B10}|{B02,B03,B04,B06,B11,B12}|{B08}",8,37,0.965391,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B05,B07,B09,B11}|{B02,B03,B04,B06,B10,B12}|{B08}",8,37,0.968731,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B06,B09,B10}|{B03,B05,B07,B11,B12}|{B08}",8,37,0.972379,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 5, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B10,B12}|{B06}|{B09,B11}",8,37,0.973139,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B05,B08,B09,B10,B11,B12}|{B04}|{B06,B07}",8,37,0.978186,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B04,B05,B07,B08,B09,B12}|{B06}|{B10,B11}",8,37,0.978471,"{""C"": 3, ""A"": 4, ""B"": 4}","{""C"": 5, ""A"": 6, ""B"": 6}",4,5
"{B01,B02,B03,B05,B07,B08,B09,B10,B11}|{B04}|{B06,B12}",8,37,0.978847,"{""C"": 4, ""B"": 2, ""A"": 5}","{""C"": 5, ""B"": 4, ""A"": 7}",5,5
"{B01,B02,B03,B05,B09,B10,B11,B12}|{B04}|{B06,B07,B08}",8,37,0.978847,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B05,B06,B07,B08,B09,B10,B11}|{B03,B12}|{B04}",8,37,0.978847,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 7}",5,5
"{B01,B02,B05,B06,B07,B08,B09,B10,B11}|{B03}|{B04,B12}",8,37,0.978847,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 7}",5,5
"{B01,B02,B05,B07,B08,B09,B10,B11,B12}|{B03,B06}|{B04}",8,37,0.978847,"{""B"": 2, ""C"": 5, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 6}",5,5
"{B01,B02,B05,B07,B09,B10,B11,B12}|{B03,B08}|{B04,B06}",8,37,0.978847,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B02,B05,B08,B09,B10,B11,B12}|{B03,B07}|{B04,B06}",8,37,0.978847,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B02,B05,B09,B10,B11,B12}|{B03,B07,B08}|{B04,B06}",8,37,0.978847,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B03,B05,B06,B07,B08,B09,B10,B11,B12}|{B02}|{B04}",8,37,0.978847,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B06,B07,B09,B10,B11,B12}|{B02,B08}|{B04}",8,37,0.978847,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02,B06}|{B04,B08}",8,37,0.978847,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B08,B09,B10,B11}|{B02,B12}|{B04,B06}",8,37,0.978847,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,5
"{B01,B03,B05,B07,B09,B10,B11}|{B02,B08,B12}|{B04,B06}",8,37,0.978847,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,5
"{B01,B03,B05,B08,B09,B10,B11,B12}|{B02,B07}|{B04,B06}",8,37,0.978847,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B09,B10,B11,B12}|{B02,B07,B08}|{B04,B06}",8,37,0.978847,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
